student_id,exercise_id,is_correct
18,103,0
18,171,0
18,139,1
18,133,0
18,98,1
18,71,1
18,118,0
18,43,0
18,84,0
18,151,0
18,162,0
19,157,1
19,106,1
19,17,1
19,183,0
19,181,0
19,180,0
19,123,1
19,70,1
19,142,0
19,71,1
19,115,0
19,119,0
19,46,0
19,178,0
19,113,1
19,112,0
19,58,1
19,165,0
19,122,1
19,175,0
19,104,0
19,174,0
19,74,0
19,108,0
19,77,0
19,5,1
19,32,1
19,96,0
19,91,1
19,53,0
19,163,0
19,144,1
19,136,0
19,61,1
19,89,1
20,198,1
20,42,0
20,197,0
20,85,0
20,135,1
20,59,0
20,165,1
20,22,0
20,57,1
20,163,0
20,160,1
20,29,1
20,170,0
20,184,0
20,100,1
20,52,0
20,167,0
20,124,0
20,15,0
20,33,1
20,25,1
20,123,0
21,102,0
21,57,0
21,155,1
21,62,0
21,164,0
21,55,0
21,61,0
21,160,0
21,147,1
21,107,0
21,190,0
21,106,1
21,50,1
21,126,1
21,165,1
21,28,1
21,97,0
21,182,0
21,123,0
21,199,0
21,35,1
21,89,0
21,115,0
21,42,0
21,168,1
21,152,1
21,16,0
21,70,1
21,145,0
21,27,1
21,175,0
21,111,1
21,54,0
21,78,1
21,108,0
22,145,0
22,172,1
22,27,0
22,22,0
22,128,0
22,3,1
22,85,0
22,152,0
22,72,1
22,159,0
22,113,1
22,41,1
22,170,1
22,97,1
22,9,1
22,17,1
22,177,0
22,192,1
22,120,0
22,83,1
22,53,0
22,70,1
22,21,0
22,100,1
22,14,0
22,193,1
22,104,0
22,31,0
22,191,0
22,123,1
22,89,1
22,36,1
22,96,1
22,188,0
22,99,0
23,56,1
23,68,1
23,21,1
23,38,1
23,189,1
23,118,1
23,57,1
23,103,0
23,80,0
23,24,1
23,13,0
23,131,0
23,153,1
23,17,0
23,119,0
23,98,1
23,47,0
23,10,0
23,193,1
23,185,0
23,102,0
23,30,1
23,41,0
23,85,0
23,7,0
23,107,0
23,115,0
23,192,0
23,73,0
23,184,0
23,96,0
23,121,0
23,34,1
23,39,0
23,22,1
23,146,0
23,194,0
23,71,1
23,25,0
23,188,1
23,99,0
23,122,1
23,48,0
23,52,0
23,170,1
23,19,1
23,134,0
23,133,0
23,79,0
24,91,1
24,79,1
24,20,0
24,19,0
24,191,0
24,48,1
24,53,1
24,127,0
24,38,0
24,184,0
24,99,0
24,108,1
24,144,1
24,11,0
24,192,0
24,61,1
24,115,1
24,156,0
24,139,0
24,162,1
24,87,1
24,197,0
24,54,1
24,25,0
24,74,0
24,60,0
24,3,0
24,113,0
24,140,1
24,73,0
24,15,0
24,4,0
24,111,1
24,178,0
24,164,1
24,117,0
24,175,1
24,47,0
24,16,0
24,107,0
24,134,1
24,174,0
24,141,1
25,118,0
25,57,1
25,70,0
25,9,0
25,194,1
25,93,0
25,139,0
25,190,0
25,130,0
25,89,0
25,196,0
25,163,0
25,39,0
25,87,0
25,109,0
25,14,0
25,64,0
25,94,0
25,129,1
25,112,0
25,114,1
25,171,1
25,76,1
25,61,0
25,74,0
25,59,0
25,60,0
25,13,0
25,195,1
26,99,0
26,181,0
26,23,0
26,134,1
26,83,0
26,163,1
26,55,1
26,60,0
26,8,0
26,88,0
26,29,0
26,135,1
26,156,1
26,147,0
26,192,0
26,98,0
26,128,0
26,0,0
26,9,1
26,123,1
27,79,1
27,114,0
27,76,0
27,133,0
27,96,1
27,18,0
27,8,1
27,16,0
27,9,0
27,115,1
27,94,0
27,0,0
27,184,0
27,34,0
27,97,1
27,132,0
27,83,1
27,51,0
27,140,0
27,73,0
27,190,0
27,93,0
27,24,1
27,3,1
27,44,0
27,80,0
27,170,1
27,162,1
27,72,0
27,195,1
27,148,0
27,163,0
27,146,0
27,50,1
27,40,0
27,107,0
27,20,0
27,89,0
27,38,0
27,117,1
27,6,0
27,147,0
28,157,1
28,67,1
28,37,0
28,183,1
28,185,0
28,151,1
28,179,0
28,192,1
28,53,0
28,32,0
28,119,0
28,197,1
28,30,0
28,95,0
28,118,0
28,27,0
28,76,1
28,6,0
28,164,1
28,48,0
28,46,0
28,17,1
28,110,0
28,80,1
28,64,0
28,191,0
28,2,0
28,8,1
29,178,0
29,73,0
29,16,0
29,116,1
29,30,1
29,135,0
29,199,0
29,66,1
29,82,1
29,155,0
29,27,1
29,133,1
29,36,1
29,0,0
29,166,0
29,10,0
29,162,1
29,48,0
29,137,0
29,154,0
29,128,1
29,182,1
29,77,0
29,119,1
29,127,0
29,105,1
29,153,0
29,156,0
29,61,0
29,172,0
29,188,1
29,23,0
29,2,1
29,138,1
29,41,0
29,146,0
29,196,1
29,140,1
29,136,1
29,125,0
29,192,0
29,17,0
30,61,0
30,150,0
30,67,0
30,181,1
30,155,0
30,40,0
30,170,0
30,137,1
30,25,0
30,119,0
30,79,0
30,197,1
30,48,0
30,12,1
30,121,1
30,50,0
30,134,1
30,159,0
30,116,0
30,21,0
30,47,0
30,149,0
30,114,0
30,118,1
30,157,0
30,135,1
30,88,0
30,53,0
30,23,0
30,91,0
30,189,1
30,132,0
30,177,0
30,64,1
30,195,0
30,185,0
31,143,1
31,66,0
31,5,1
31,126,0
31,123,0
31,28,0
31,92,0
31,154,0
31,47,0
31,71,0
31,192,0
31,174,1
31,180,0
31,130,0
31,121,0
31,51,0
31,112,0
31,62,0
31,8,0
31,167,0
31,7,0
31,120,1
31,85,0
31,93,0
31,101,1
31,36,1
31,54,1
31,31,0
31,189,0
31,175,1
31,149,0
31,135,0
31,132,0
31,76,0
31,79,0
31,113,0
32,83,1
32,144,1
32,145,0
32,109,0
32,53,1
32,91,1
32,75,0
32,73,0
32,37,0
32,64,0
32,176,0
32,22,0
32,168,0
32,39,1
32,196,0
32,62,1
32,174,0
32,85,0
32,12,0
32,195,0
32,143,0
32,165,0
32,124,0
32,142,0
32,118,0
32,134,1
32,80,0
32,41,0
32,44,0
32,51,0
32,0,0
32,114,0
32,171,0
32,30,1
32,99,0
32,128,1
32,98,0
32,141,0
32,192,1
32,180,1
32,152,1
32,197,1
32,129,1
32,189,1
32,15,0
32,117,0
33,88,0
33,127,0
33,104,1
33,7,0
33,24,0
33,188,0
33,53,0
33,101,1
33,147,0
33,95,0
33,47,0
33,126,1
33,38,1
33,140,1
33,163,0
33,93,1
33,2,1
33,166,0
33,187,1
33,45,0
33,117,0
33,123,0
33,196,0
33,48,1
33,11,1
33,100,0
33,86,0
33,84,0
33,165,0
33,112,0
33,108,1
33,174,0
33,153,1
33,125,0
33,10,1
33,63,1
33,105,1
33,131,0
33,85,0
33,70,0
33,65,0
33,31,1
33,13,1
34,157,1
34,50,0
34,32,0
34,135,0
34,86,0
34,18,1
34,136,0
34,84,1
34,141,0
34,68,0
34,124,1
34,49,0
34,107,0
34,24,1
34,6,1
34,182,0
34,91,0
34,96,0
34,17,0
34,73,1
34,117,0
34,110,1
35,63,0
35,35,0
35,113,0
35,76,0
35,193,1
35,25,0
35,40,1
35,84,1
35,15,0
35,107,0
35,61,0
35,52,0
35,97,0
35,198,1
35,172,1
35,197,0
35,44,1
35,30,1
35,189,1
35,118,0
35,145,1
35,53,1
35,51,0
35,188,0
35,108,0
35,60,0
35,152,1
35,130,0
35,125,1
35,120,0
35,138,0
35,75,0
35,93,1
36,66,0
36,91,0
36,22,0
36,84,1
36,77,0
36,5,1
36,28,0
36,10,0
36,167,0
36,74,1
36,89,0
36,11,0
36,110,0
36,130,0
36,146,0
36,103,1
36,150,0
36,107,0
36,57,1
36,93,0
36,198,0
36,46,0
36,20,1
36,73,1
36,174,0
36,86,1
36,129,1
36,191,0
36,32,0
36,42,0
36,47,0
36,21,0
36,52,1
36,0,1
36,88,0
37,30,1
37,4,1
37,121,1
37,118,1
37,43,1
37,131,0
37,140,0
37,181,0
37,89,0
37,104,0
37,26,1
37,111,1
37,182,0
37,141,0
37,188,1
37,98,0
37,114,0
37,153,0
37,41,0
37,59,0
37,14,1
37,170,0
37,51,1
37,87,0
37,54,0
37,144,0
38,2,0
38,37,1
38,91,0
38,39,1
38,108,0
38,109,0
38,44,1
38,9,1
38,140,0
38,128,0
38,85,0
38,199,0
38,190,0
38,100,0
38,177,0
38,42,1
38,96,1
38,51,0
38,53,0
38,180,0
38,179,1
38,19,1
38,186,1
38,45,1
38,174,0
38,137,1
38,67,1
39,180,0
39,159,0
39,26,0
39,33,0
39,100,1
39,25,0
39,67,0
39,104,0
39,72,1
39,23,1
39,50,1
39,5,0
39,99,0
39,125,0
39,179,0
39,166,0
39,168,1
39,172,1
39,103,0
39,96,0
39,14,0
39,148,0
39,169,0
39,71,0
39,91,1
39,190,0
40,192,0
40,97,0
40,13,0
40,37,1
40,163,0
40,181,0
40,119,0
40,19,0
40,25,0
40,195,0
40,115,0
40,81,0
40,180,0
40,166,0
40,69,0
40,36,0
40,87,1
40,176,0
40,60,1
40,110,1
40,194,0
40,86,0
40,160,1
40,99,0
40,127,1
40,149,1
40,44,0
40,172,0
40,164,0
40,183,0
40,67,1
40,193,1
40,173,0
40,31,0
40,64,0
40,11,0
40,116,0
40,55,0
40,137,1
41,126,0
41,141,0
41,62,0
41,25,0
41,29,1
41,80,1
41,112,0
41,89,0
41,59,0
41,122,0
41,3,0
41,82,1
41,98,0
41,163,1
41,71,1
41,178,1
41,7,1
41,15,0
41,113,0
41,121,0
41,42,0
42,136,1
42,190,0
42,119,1
42,139,1
42,46,0
42,4,0
42,182,1
42,9,0
42,83,1
42,55,0
42,77,0
42,175,1
42,124,0
42,51,0
42,164,1
42,47,0
42,163,1
42,117,0
42,114,1
42,90,0
42,126,0
42,152,0
42,53,0
42,130,0
42,71,0
42,178,1
42,97,0
42,48,0
42,146,0
42,62,1
42,176,0
42,86,0
42,94,0
42,37,1
42,160,1
42,0,1
43,7,1
43,112,1
43,151,0
43,141,0
43,199,1
43,137,0
43,165,0
43,10,1
43,2,1
43,94,1
43,177,0
43,162,0
43,159,0
43,197,0
43,97,0
43,164,1
43,105,0
43,14,1
43,127,1
43,85,1
43,56,0
43,60,0
43,115,1
43,32,1
44,88,0
44,196,0
44,14,0
44,116,1
44,66,0
44,53,1
44,23,1
44,136,0
44,63,1
44,135,0
44,166,0
44,93,0
44,180,0
44,96,0
44,30,1
44,186,0
44,157,1
44,26,1
44,79,0
44,195,1
44,46,1
44,95,0
44,162,0
44,177,1
44,154,0
44,15,0
44,39,1
44,3,0
44,60,0
44,34,0
44,120,1
44,121,0
44,29,1
44,1,1
44,184,1
44,150,0
44,137,0
44,94,1
44,164,1
44,8,0
44,113,0
44,17,0
44,128,0
44,119,1
44,145,0
44,193,0
44,149,0
45,162,0
45,186,1
45,27,1
45,129,0
45,197,0
45,126,0
45,90,1
45,117,1
45,70,0
45,125,0
45,115,1
45,54,0
45,184,1
45,143,1
45,168,0
45,153,0
45,8,0
45,62,0
45,92,0
45,84,0
45,66,0
45,156,0
45,83,0
45,31,0
45,188,1
45,15,0
45,97,0
45,183,0
45,61,1
45,3,1
45,79,0
45,141,1
45,39,1
45,57,1
45,122,1
45,89,0
45,16,0
45,40,0
45,113,1
45,174,0
45,1,0
45,25,0
45,198,0
45,30,0
45,12,0
45,49,1
45,170,0
45,110,0
45,157,1
46,37,0
46,52,0
46,136,0
46,167,0
46,19,1
46,129,0
46,122,0
46,18,0
46,194,0
46,177,0
46,66,1
46,114,0
46,2,0
46,179,0
46,181,0
46,109,0
46,130,0
46,11,0
46,62,0
46,39,1
46,196,0
46,32,1
46,17,1
46,188,0
46,135,1
46,84,0
46,118,1
46,101,0
46,48,0
46,47,0
46,13,0
46,165,0
46,145,0
46,80,1
46,192,1
46,95,1
46,33,0
46,90,1
46,22,1
46,58,0
46,53,0
46,184,0
46,21,1
47,175,0
47,146,0
47,166,0
47,156,1
47,124,0
47,172,0
47,161,0
47,35,0
47,122,0
47,143,0
47,28,1
47,37,0
47,11,0
47,38,1
47,186,0
47,19,1
47,15,0
47,177,0
47,192,1
47,163,0
47,82,0
47,190,0
47,159,1
47,50,0
47,64,1
47,131,1
47,18,1
47,60,1
47,198,0
47,17,1
48,188,0
48,86,1
48,157,0
48,175,0
48,60,0
48,85,1
48,48,0
48,74,0
48,128,0
48,88,0
48,193,0
48,127,0
48,43,0
48,183,0
48,27,0
48,115,1
48,69,0
48,51,1
48,160,1
48,25,0
48,155,0
48,102,0
48,108,1
48,195,1
48,82,0
48,53,0
48,4,1
48,194,1
48,71,1
49,39,0
49,55,0
49,185,0
49,91,0
49,59,1
49,119,0
49,153,1
49,99,1
49,137,1
49,4,1
49,9,0
49,8,0
49,33,1
49,21,0
49,138,0
49,89,0
49,66,0
49,81,0
49,172,1
49,190,1
49,193,0
49,40,1
49,146,1
49,135,0
49,115,0
49,1,0
49,114,0
49,159,0
49,12,0
49,166,1
49,85,1
49,74,1
49,86,1
49,2,1
49,83,0
49,180,0
49,143,0
49,93,0
49,48,0
49,77,0
49,103,0
49,31,0
49,94,0
49,36,1
50,76,0
50,50,1
50,170,0
50,85,0
50,130,1
50,89,0
50,160,1
50,52,0
50,19,1
50,99,0
50,20,0
50,51,0
50,73,0
50,129,0
50,168,0
50,55,1
50,39,0
50,155,0
50,92,1
50,163,0
50,33,0
50,189,0
50,184,0
50,194,1
50,150,0
50,62,1
50,53,0
50,187,0
50,61,1
50,26,1
50,164,0
50,107,0
50,177,1
51,92,0
51,154,0
51,184,0
51,110,0
51,38,0
51,30,0
51,102,0
51,164,1
51,186,0
51,14,0
51,52,0
51,167,0
51,70,1
51,75,0
51,43,0
51,8,1
51,73,1
51,199,0
51,119,0
51,172,1
51,174,0
51,86,0
51,180,0
51,194,0
51,165,0
51,108,1
51,181,0
51,53,0
51,134,0
51,12,1
51,166,0
51,4,0
51,41,0
51,148,0
51,191,1
51,135,1
51,63,0
51,87,0
52,113,0
52,81,1
52,123,0
52,122,1
52,175,0
52,4,0
52,198,1
52,20,1
52,103,1
52,172,0
52,108,0
52,162,1
52,128,1
52,66,0
52,165,1
52,21,1
52,44,0
52,136,1
52,5,0
52,89,0
52,41,0
52,178,0
52,51,0
52,37,1
53,17,1
53,3,0
53,151,0
53,163,0
53,39,1
53,49,0
53,18,0
53,24,0
53,1,0
53,96,0
53,79,1
53,127,0
53,23,1
53,2,0
53,43,0
53,115,1
53,69,0
53,180,0
53,121,1
53,34,1
53,197,0
53,123,0
53,84,1
53,153,0
53,38,0
53,132,1
53,171,0
53,51,0
53,99,0
53,63,0
53,158,1
53,41,1
53,117,0
53,176,0
53,89,0
53,155,0
53,166,0
53,149,0
53,92,0
53,165,0
53,22,0
53,94,0
53,86,1
53,20,0
53,110,0
53,139,1
53,187,0
53,170,0
53,150,0
54,131,0
54,118,0
54,183,0
54,194,1
54,98,1
54,41,1
54,108,0
54,125,0
54,177,0
54,149,1
54,50,0
54,69,1
54,192,0
54,73,0
54,25,1
54,14,0
54,180,1
54,115,0
54,58,1
54,127,1
54,10,1
54,191,0
54,158,0
54,81,0
54,78,0
54,67,0
54,90,0
54,42,0
54,33,1
54,100,1
54,181,0
54,12,0
54,19,0
54,157,0
54,37,0
54,165,1
54,197,0
54,75,0
54,147,1
54,103,0
55,88,1
55,151,0
55,67,0
55,7,0
55,115,1
55,134,0
55,114,1
55,72,0
55,183,0
55,36,0
55,141,0
55,102,1
55,63,1
55,139,0
55,106,0
55,194,0
55,19,0
55,189,1
55,195,0
55,152,0
55,10,0
55,99,0
55,14,1
55,69,1
55,140,0
55,41,1
55,76,0
55,62,1
55,27,1
55,28,1
55,17,1
55,123,0
55,75,0
55,184,1
55,31,0
55,45,1
55,5,1
55,196,0
55,46,0
55,15,0
55,95,0
55,130,1
55,92,0
55,181,0
55,143,0
55,96,0
55,164,0
55,167,0
56,51,0
56,86,0
56,48,1
56,128,1
56,56,0
56,133,1
56,182,0
56,92,0
56,159,0
56,143,1
56,67,0
56,83,0
56,175,0
56,138,0
56,7,1
56,171,1
56,102,0
56,61,1
56,45,0
56,1,1
56,50,1
56,29,1
56,6,1
56,186,1
56,165,0
56,166,0
56,71,0
56,127,0
56,76,0
56,99,0
56,36,0
56,97,0
56,77,0
56,195,0
56,62,0
56,116,0
56,150,1
56,149,1
56,155,1
56,135,0
56,15,0
56,38,0
56,111,1
56,65,0
56,35,1
57,80,0
57,16,0
57,43,1
57,55,0
57,89,0
57,122,0
57,187,0
57,192,1
57,36,0
57,90,0
57,179,1
57,18,1
57,160,0
57,66,0
57,157,1
57,145,1
57,87,1
57,178,1
57,56,0
57,69,0
57,185,0
57,76,1
58,151,0
58,84,1
58,27,0
58,26,1
58,145,0
58,95,1
58,131,0
58,6,0
58,51,0
58,15,0
58,23,1
58,186,1
58,172,0
58,41,1
58,144,0
58,57,1
58,17,0
58,46,1
58,47,1
58,170,1
58,177,0
58,39,1
58,196,0
58,126,0
58,29,0
58,12,0
58,79,1
58,4,0
58,69,1
58,175,0
58,65,1
58,96,0
58,115,1
58,91,1
58,60,1
58,103,0
58,102,0
58,0,0
58,194,0
58,90,0
58,129,0
58,43,0
58,89,0
58,189,0
58,72,1
58,109,1
59,162,0
59,51,1
59,42,0
59,91,0
59,67,0
59,68,1
59,160,1
59,149,1
59,82,0
59,123,1
59,178,0
59,41,0
59,96,0
59,170,0
59,45,1
59,167,0
59,99,1
59,194,0
59,18,0
59,186,0
59,95,1
59,86,0
59,71,0
59,116,0
59,34,1
59,196,0
59,109,0
59,17,0
59,197,1
59,102,1
59,107,0
59,165,1
59,8,0
59,187,0
59,66,1
59,103,1
59,63,0
59,198,0
59,5,1
59,88,0
59,70,0
59,115,0
59,104,0
59,128,0
59,37,0
59,46,0
60,125,1
60,21,0
60,79,0
60,54,0
60,153,0
60,76,0
60,185,0
60,3,0
60,103,0
60,87,0
60,99,0
60,75,0
60,135,1
60,78,1
60,116,0
60,192,0
60,113,1
60,136,0
60,177,1
60,171,0
60,49,0
60,41,1
60,188,1
60,64,0
60,58,0
60,195,0
60,155,0
60,152,0
60,65,0
60,77,1
60,38,0
60,182,0
60,4,0
60,114,1
60,32,1
60,186,0
60,11,0
60,68,0
60,9,0
60,164,1
60,197,1
60,148,0
60,166,0
60,24,1
60,39,1
60,130,1
60,98,0
60,161,0
60,69,0
60,71,0
61,160,0
61,20,0
61,72,0
61,35,0
61,163,0
61,137,0
61,3,0
61,156,0
61,47,0
61,183,1
61,133,0
61,70,1
61,83,0
61,37,0
61,29,0
61,199,0
61,7,1
61,171,0
61,173,0
61,34,0
61,193,0
61,90,1
61,55,0
61,131,0
61,25,1
61,28,0
61,67,1
61,68,0
61,6,1
61,59,0
61,181,0
61,184,1
62,124,0
62,157,0
62,47,1
62,11,1
62,42,1
62,92,0
62,4,0
62,155,0
62,179,0
62,120,0
62,185,0
62,103,0
62,128,0
62,125,0
62,66,0
62,188,0
62,71,0
62,14,1
62,84,0
62,172,1
62,53,0
62,170,0
62,46,0
62,160,1
62,111,1
62,34,1
62,60,1
62,21,1
62,146,0
62,56,1
62,118,1
62,193,0
62,183,0
62,116,1
63,15,0
63,19,0
63,119,0
63,51,0
63,141,1
63,140,1
63,150,0
63,83,0
63,2,1
63,147,1
63,112,0
63,171,1
63,191,0
63,37,0
63,116,0
63,36,0
63,155,0
63,146,0
63,96,0
63,199,1
63,115,1
63,183,0
63,179,0
63,46,0
64,9,1
64,2,0
64,185,1
64,123,1
64,118,0
64,63,1
64,84,1
64,170,0
64,100,0
64,85,1
64,88,0
64,101,0
64,8,0
64,191,0
64,62,1
64,173,0
64,56,1
64,141,1
64,144,1
64,32,1
64,89,1
64,73,0
64,198,0
64,31,0
64,29,1
64,124,0
64,103,0
64,47,0
64,180,0
64,160,0
64,156,0
64,80,0
64,52,1
64,19,0
64,37,1
64,153,0
64,54,0
64,168,0
64,149,1
64,1,1
64,20,0
64,96,1
64,40,1
65,63,1
65,39,1
65,66,0
65,78,0
65,58,0
65,75,1
65,170,0
65,60,1
65,185,1
65,109,0
65,61,1
65,83,0
65,96,0
65,36,0
65,68,0
65,113,1
65,132,0
65,22,0
65,18,0
65,152,0
65,77,1
65,27,1
65,111,0
65,0,0
65,145,0
65,199,0
